Отметка времени,Возраст,Пол,Образование,Балл,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,А такой?,Как бы ты назвал этот цвет?,А такой?,А такой?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,Что это за цвет?,А вот такой?,А вот такой?,Хорошо идёшь! А это какой цвет?,Здесь тоже есть цвет! Какой?,А это какой цвет?,А это какой цвет?,А это какой цвет?,Ещё чуть-чуть!,Последние три!,Ты молодец!,"Последний, честно!",Можешь вспомнить название?,"Есть ли у тебя особенности зрения, связанные с восприятием цветов (дальтонизм, цветовая агнозия, монохромазия и т.д.)?",Сумма
18.06.2019 17:36:58,41,женский,Рынок искусства,11,Синий,Оранжевый,Коричевный,Зеленый,Сиреневый,Кофе с молоком,А все равно синий,Бордовый,Баклажановый,Морская волна,розовый,Кремовый,Черный,Винный,Точно розовый,Черный,Синий,Красный,Темно-серый,Сливочный,Алый,Темно-зеленый,Белый,Салатовый,Пудровый,Шоколадный,Серый,Желтый,Голубой,Не знаю как называется!,Светофор,Нет,0
,,,,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0.5,1,1,0.5,0,1,1,1,0,0,0,-1,,,11
18.06.2019 17:44:58,23,женский,Рынок искусства,15,Глубокий синий,Апельсиновый,Коричневый,Зелёный,Нежно-фиолетовый,Кофейный,Индиго,Винный красный,Пурпурный,Бирюзовый,Персиковый,Яично-белый,Чёрный,Ярко-фиолетовый,Темно-розовый,Чёрный,Морской волны,Красный,Серо-зелёный,Молочно-белый,Красный непонятный,Темно-зелёный,Белый,Салатовый?,Персиковый,Тёмно-коричневый,Асфальтовый,Ядовито-жёлтый,Небесно-голубой,"Точно, этот персиковый",Светофор,Нет,0
,,,,0,0.5,1,0,0,0.5,1,1,1,1,1,1,1,0,0.5,0.5,0,1,0,0.5,1,0.5,0.5,0,1,1,0.5,1,0.5,1,1,,,15
18.06.2019 17:56:10,24,женский,"Филология, лингвистика, иностранные языки",24,Королевский синий,Апельсиновый,Ореховый,Глубокий зеленый,Лавандовый,Гранитовый,Глубокий синий,Пурпурный,Фиалковый,Слишком яркий блть,Персиковый,Песочный,Черный,Фиолетовый,Неоново-розовый,Мокрый асфальт,Джинсовый,Артериальная кровь,Асфальт,Слоновая кость,Королевский красный,Мшистый,Полярный медвежонок спит на льдине прикрыв нос лапой,Бирюзовый,Бабл гам,Древесный,Нейтральный серый,Неоновый желтый,Голубой,Телесный,Светофор,Нет,0
,,,,0,1,1,1,0.5,1,1,0.5,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,24
18.06.2019 19:53:31,17,женский,"Социология, экономика, общественные науки",26,Компьютерно-синий,Ноготковый ,Светлая корица,Моховой,Сиреневый,Светлая корица с молоком,"Ночного неба в ""Алладине"" 1992",Королевский красный,Детский фиолетовый,Лазурный из старого пеинта,Персиковый,Мед с молоком,опять электричество отключили,Очень фиолетовый,Темная Барби,Зрачок,Морской солёный,Ошибка в ворде,Болотный,Крем-брюле,Ошибка в ворде с молоком,Зелёной ковровой дорожки,Свободный,Такой приятный зелёный даже придумывать особо не хочется,Барби с молоком,Бабаевский шоколад,Гаражный,Солнца из детского рисунка,Омского неба,Телесно-персиковый,"Цветной король, Светофор",Нет,0
,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,,,,26
19.06.2019 0:30:10,18,женский,Образование,15,Ярко синий,Оранжевый,Коричневый,Травяной,Сиреневый,Коричневый,Ультрамариновый,Алый,Фиолетовый,Бирюзовый,Коралловый,Кремовый,Угольный,Фуксия,Фуксия,Черный,Морской,Красный,Болотный,Молочный,Красный,Темно зеленый,Белый,Зеленый,Розовый,Коричневый,Серый,Канареечный,Голубой,Персиковый,Светофор,Нет,0
,,,,0,0.5,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0.5,0,0,0,0,0,1,0,1,,,15
19.06.2019 11:07:57,22,женский,"Социология, экономика, общественные науки",17,Аквамарин,Оранжевый ,Коричневый ,Слизерин,Лиловый,Грязно коричневый ,Рейвенкло ,Гриффиндор,Ярко-фиолетовый,Бирюзовый,Персиковый ,Слоновая кость ,Черный,Фиолетовый ,Пурпурный,Чёрный ,Сине-голубой ,Алый ,Серый ,Желтоватый,Морковный ,Оливково зеленый,Белый ,Мятный ,Нежно розовый ,Деревянный ,Серая мышь ,Яичный ,Голубой ,Кожный ,Цветной король,Нет,0
,,,,0,1,0,0,1,1,0.5,1,1,0.5,1,1,1,0,0,1,0,0.5,1,0,0.5,1,1,0,1,0.5,1,1,1,0,1,,,17
19.06.2019 17:43:29,23,мужской,IT,6,Синий,Оранжевый,Коричневый,Болотный,Бледно-розовый,Дреесный,Темно-синий,Бордовый,Ярко-фиолетовый,Бирюзовый,Оранжевый,Телесный,Черный,Фиолетовый,Ярко-розовый,Черный,Синий,Красный,Болотный,Ярко-телесный,Красный,Темно-зеленый,Белый,Зеленый,Розовый,Черный,Серый,Желтый,Голубой,Хуйегознает,Цвета,Нет,0
,,,,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0,1,0,0,0.5,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,-1,,,6
19.06.2019 18:47:32,31,мужской,"Филология, лингвистика, иностранные языки",14,Синий,Апельсиновый,Бурый,Зеленый,Лиловый,Краснокоричневый,Кислотносиний,Английский красный,Фиолетовый,Лазурный,Оранжевокрасный,Бледножелтый,Черный,Кислотнояркофиолетовый,Пинк,Чернее черного,Летнее чистое небо,Алый,Темносерый,Мертвеннобледный,Алый,Темнозеленый,Белый,Зелёный ,Нежнорозовый,Темнокоричневый,Серый,Кислотножелтый,Голубой,Кремовый,Светофор,Нет,0
,,,,0,0,1,1,0,1,0.5,1,1,0,1,0.5,0.5,0,1,1,0.5,1,1,0.5,1,1,0.5,0,0,0.5,0.5,0,1,0,1,,,14
19.06.2019 19:07:51,22,женский,Издательское дело,13,Ультрамарин,Охра,Коричневый,Зелёный,Лиловый,Какао,Синий,Бордовый,Сиреневый,Ярко-голубой,Персиковый,Нежно желтый,Черный,Фиолетовый,Ядовито-розовый,Черный,Пасмурно-синий,Красный,Цвет мокрого асфальта,Бледно-лимонный,Розово-красный,Темно-зеленый,Белый,Салатовый,Розовый,Тёмно-коричневый,Серый,"Ярко-желтый, цыплячий",Голубой,Нежно-персиковый,"Светофор, Цвета",Нет,0
,,,,0,1,1,0,0,1,1,0,1,1,0.5,1,0.5,0,0,0.5,0,1,0,1,1,0.5,0.5,0,1,0,0.5,0,1,0,1,,,13
19.06.2019 19:16:42,23,женский,Журналистика,26,"Цвет ""экрана смерти"", компьютерный ультрамарин",Рыжее пламя,💩:). Ну и ещё можно солёную карамель тут увидеть!,Green plastic grass,Пионовый,Розовый беж,Синий,Алый красный,Лиловый-ядрёный,Компьтерный бирюзовый ,Шкурка персика,Самый-светлый-оттенок-тонального,Графит,Тёмно-лиловый,Помада из 90-х,Чёрный,Футболка подкаблучника,Мем с кровью,"Серо-зелёный, илистый",Бело-жёлтый,Ярко-коралловый,Ёлки для наборов-макетов жд🛤 ,"Его не видно, в цвет фона:) и пусть будет цвет тёплого молока",Цвет миллениалов,Пионово-поросячий,Бабаевская шоколадка,Зайчик,Образец цвета на коробке гуаши,Голубенький),Пыльный розовый,"Светофор, Цвета",Нет,0
,,,,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,,,26
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
